試合,勝,負,引分,打率,安打,本塁打,打点,盗塁,犠打,四死球,三振,失策,完投,投球回,被安打,被本塁打,与四死球,奪三振,失点,自責点,防御率,球数
12,8,4,0,0.326 ,128 ,8,49,19,17,57,65,7,3,168 2/3,144,13,72,111,63,57,3.04 ,2602
